Text,Emotion
i don t feel insulted because it doesn t sound insulting at all,anger
Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo,anger
doing some testing with my current earth burst team,anger
im feeling bitter towards them god,anger
i feel violent or something today,anger
i feel and some is just a hateful of hollow yes i hear many smiths these days,anger
i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,anger
Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡,anger
i still do a little floor workout because otherwise i feel antsy or cranky,anger
i was feeling pretty hateful towards my refrigerator as i cleaned it,anger
i laughed then bitterly again but i wasnt feeling bitter,anger
"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",anger
im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger
i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,anger
ive been hearing about too many things happening back i singapore and it gets me feeling irritated and depressed about not being able to be there,anger
i feel myself redden my manhood has been insulted and it demands satisfaction,anger
i feel like i have to fight with myself to not give in to it but sometimes the battles are ferocious,anger
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger
"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",anger
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
i also find that if youre feeling cold then get out the broom and scrubbing brush some vinegar and old newspapers and give the house a going over,anger
Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,anger
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i feel so disgusted with myself she allows me to see a glimpse of myself through her eyes and somehow miraculously i feel that maybe i can conquer the world after all,anger
i feel agitated do i know how to quickly calm and soothe myself,anger
i was feeling pretty cranky about it but when i called the garage door guy this morning he said that his scheduler wasnt in because her husband had a massive heart attack over the weekend hes okay so he couldnt give me a time the repairman will call before he comes,anger
i feel shafted or greedy,anger
i feel annoyed that those who bought tickets and sat through the screening could even find distraction with such offensive scenes and sounds flashed before them,anger
i feel insulted that i was the victim in this triangle,anger
i feel rushed trying to get everything together late at night,anger
i feel selfish and spoiled,anger
i feel terribly unkind to say it span style font size,anger
i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account,anger
New madden kicking 🚮,anger
I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,anger
im not enjoying winter hate feeling cold and having to dress in so many layers,anger
i refuse to let myself feel bitter about the small sacrifices we have to make,anger
